Review_Text,Word_Tokens,Updated_Aspect_Terms,BIO_Tags
അരെ സോണിയാ...😉❤️✌️..Sony xperia,"['അരെ', 'സോണിയാsony', 'xperia']",{},"[('അരെ', 'O'), ('സോണിയാsony', 'O'), ('xperia', 'O')]"
ഇത്രയും വില കൊടുത്തു ഫോൺ വാങ്ങണം...എന്നിട്ട് 3000 കൊടുത്തു ചാർജർ പുറത്തുന്നു വാങ്ങണം....ഈ മൈ$$കളുടെ ഫോൺ എടുത്ത് ആരും സപ്പോർട്ട് ചെയ്യരുത്🙏,"['ഇത്രയും', 'വില', 'കൊടുത്തു', 'ഫോൺ', 'വാങ്ങണംഎന്നിട്ട്', '3000', 'കൊടുത്തു', 'ചാർജർ', 'പുറത്തുന്നു', 'വാങ്ങണംഈ', 'മൈകളുടെ', 'ഫോൺ', 'എടുത്ത്', 'ആരും', 'സപ്പോർട്ട്', 'ചെയ്യരുത്']","{'phone': ['ഐഫോൺ'], 'price': ['വില']}","[('ഇത്രയും', 'O'), ('വില', 'B-price'), ('കൊടുത്തു', 'O'), ('ഫോൺ', 'O'), ('വാങ്ങണംഎന്നിട്ട്', 'O'), ('3000', 'O'), ('കൊടുത്തു', 'O'), ('ചാർജർ', 'O'), ('പുറത്തുന്നു', 'O'), ('വാങ്ങണംഈ', 'O'), ('മൈകളുടെ', 'O'), ('ഫോൺ', 'O'), ('എടുത്ത്', 'O'), ('ആരും', 'O'), ('സപ്പോർട്ട്', 'O'), ('ചെയ്യരുത്', 'O')]"
2 വർഷത്തിനു ഉള്ളിൽ MIUI ഈ ഫോണിൽ support ആവാതെ hang വരുന്നതാണ്....Bug fix എന്ന വാക്ക് Xiaomi ൻ്റെ dictionary യിൽ ഇല്ലാത്തത് ആണ്...,"['2', 'വർഷത്തിനു', 'ഉള്ളിൽ', 'miui', 'ഈ', 'ഫോണിൽ', 'support', 'ആവാതെ', 'hang', 'വരുന്നതാണ്bug', 'fix', 'എന്ന', 'വാക്ക്', 'xiaomi', 'ൻ്റെ', 'dictionary', 'യിൽ', 'ഇല്ലാത്തത്', 'ആണ്']","{'phone': ['mi', '23ultra'], 'software': ['hang']}","[('2', 'O'), ('വർഷത്തിനു', 'O'), ('ഉള്ളിൽ', 'O'), ('miui', 'O'), ('ഈ', 'O'), ('ഫോണിൽ', 'O'), ('support', 'O'), ('ആവാതെ', 'O'), ('hang', 'B-software'), ('വരുന്നതാണ്bug', 'O'), ('fix', 'O'), ('എന്ന', 'O'), ('വാക്ക്', 'O'), ('xiaomi', 'O'), ('ൻ്റെ', 'O'), ('dictionary', 'O'), ('യിൽ', 'O'), ('ഇല്ലാത്തത്', 'O'), ('ആണ്', 'O')]"
Poco x3 user ആയിരുന്നു.. കിടിലം performance കിടിലം camera കിടിലം built quality.. Bt ന്താ ചെയ്യാ software updation ഇല്‍ എല്ലാം പോയി കിട്ടി.. Tholach.. ഉള്ള വിശ്വാസം മൊത്തം പോയി കിട്ടി.. ഇനി ഒന്ന് ഒന്നര കൊല്ലം poco phones ന്റെ അവസ്ഥ നോക്കിയിട്ട് മാത്രമേ edukkullu.. ഇപ്പൊ use ചെയ്യുന്ന Iqoo neo 6 ന്റെ night camera performance nekkalum nk poco x3 യുടെ night mode ആയിരുന്നു ഇഷ്ടം.. ന്ത് ചെയ്യാം.. 💔💔💔,"['poco', 'x3', 'user', 'ആയിരുന്നു', 'കിടിലം', 'performance', 'കിടിലം', 'camera', 'കിടിലം', 'built', 'quality', 'bt', 'ന്താ', 'ചെയ്യാ', 'software', 'updation', 'ഇല്', 'എല്ലാം', 'പോയി', 'കിട്ടി', 'tholach', 'ഉള്ള', 'വിശ്വാസം', 'മൊത്തം', 'പോയി', 'കിട്ടി', 'ഇനി', 'ഒന്ന്', 'ഒന്നര', 'കൊല്ലം', 'poco', 'phones', 'ന്റെ', 'അവസ്ഥ', 'നോക്കിയിട്ട്', 'മാത്രമേ', 'edukkullu', 'ഇപ്പൊ', 'use', 'ചെയ്യുന്ന', 'iqoo', 'neo', '6', 'ന്റെ', 'night', 'camera', 'performance', 'nekkalum', 'nk', 'poco', 'x3', 'യുടെ', 'night', 'mode', 'ആയിരുന്നു', 'ഇഷ്ടം', 'ന്ത്', 'ചെയ്യാം']","{'camera': ['quality'], 'phone': ['iqoo'], 'software': ['update']}","[('poco', 'O'), ('x3', 'O'), ('user', 'O'), ('ആയിരുന്നു', 'O'), ('കിടിലം', 'O'), ('performance', 'O'), ('കിടിലം', 'O'), ('camera', 'O'), ('കിടിലം', 'O'), ('built', 'O'), ('quality', 'B-camera'), ('bt', 'O'), ('ന്താ', 'O'), ('ചെയ്യാ', 'O'), ('software', 'O'), ('updation', 'O'), ('ഇല്', 'O'), ('എല്ലാം', 'O'), ('പോയി', 'O'), ('കിട്ടി', 'O'), ('tholach', 'O'), ('ഉള്ള', 'O'), ('വിശ്വാസം', 'O'), ('മൊത്തം', 'O'), ('പോയി', 'O'), ('കിട്ടി', 'O'), ('ഇനി', 'O'), ('ഒന്ന്', 'O'), ('ഒന്നര', 'O'), ('കൊല്ലം', 'O'), ('poco', 'O'), ('phones', 'O'), ('ന്റെ', 'O'), ('അവസ്ഥ', 'O'), ('നോക്കിയിട്ട്', 'O'), ('മാത്രമേ', 'O'), ('edukkullu', 'O'), ('ഇപ്പൊ', 'O'), ('use', 'O'), ('ചെയ്യുന്ന', 'O'), ('iqoo', 'B-phone'), ('neo', 'O'), ('6', 'O'), ('ന്റെ', 'O'), ('night', 'O'), ('camera', 'O'), ('performance', 'O'), ('nekkalum', 'O'), ('nk', 'O'), ('poco', 'O'), ('x3', 'O'), ('യുടെ', 'O'), ('night', 'O'), ('mode', 'O'), ('ആയിരുന്നു', 'O'), ('ഇഷ്ടം', 'O'), ('ന്ത്', 'O'), ('ചെയ്യാം', 'O')]"
എന്തായാലും മറ്റുള്ള അണ്ണന്മാരെ പോലെ lines ഒന്നും വരത്തില്ല 😂😂,"['എന്തായാലും', 'മറ്റുള്ള', 'അണ്ണന്മാരെ', 'പോലെ', 'lines', 'ഒന്നും', 'വരത്തില്ല']",{},"[('എന്തായാലും', 'O'), ('മറ്റുള്ള', 'O'), ('അണ്ണന്മാരെ', 'O'), ('പോലെ', 'O'), ('lines', 'O'), ('ഒന്നും', 'O'), ('വരത്തില്ല', 'O')]"
തേങ്ങ പത്തരച്ചാലും താളല്ലേ കറി...Zeberonic 😆,"['തേങ്ങ', 'പത്തരച്ചാലും', 'താളല്ലേ', 'കറിzeberonic']",{},"[('തേങ്ങ', 'O'), ('പത്തരച്ചാലും', 'O'), ('താളല്ലേ', 'O'), ('കറിzeberonic', 'O')]"
"Potta സാധനം ആണ് zebronic soundbar എനിക്ക് രണ്ടു മാസത്തിനുള്ളിൽ 3times service വേണ്ടി വന്നു,,","['potta', 'സാധനം', 'ആണ്', 'zebronic', 'soundbar', 'എനിക്ക്', 'രണ്ടു', 'മാസത്തിനുള്ളിൽ', '3times', 'service', 'വേണ്ടി', 'വന്നു']",{},"[('potta', 'O'), ('സാധനം', 'O'), ('ആണ്', 'O'), ('zebronic', 'O'), ('soundbar', 'O'), ('എനിക്ക്', 'O'), ('രണ്ടു', 'O'), ('മാസത്തിനുള്ളിൽ', 'O'), ('3times', 'O'), ('service', 'O'), ('വേണ്ടി', 'O'), ('വന്നു', 'O')]"
"6.5 inch display വളരെ ഇഷ്ടപ്പെട്ടു, but വാങ്ങാൻ ഫണ്ടില്ല, അവസാനം xs Max വാങ്ങിച്ചു. ഹാപ്പി","['65', 'inch', 'display', 'വളരെ', 'ഇഷ്ടപ്പെട്ടു', 'but', 'വാങ്ങാൻ', 'ഫണ്ടില്ല', 'അവസാനം', 'xs', 'max', 'വാങ്ങിച്ചു', 'ഹാപ്പി']","{'screen': ['display'], 'applications': ['xender'], 'design': ['display']}","[('65', 'O'), ('inch', 'O'), ('display', 'B-design'), ('വളരെ', 'O'), ('ഇഷ്ടപ്പെട്ടു', 'O'), ('but', 'O'), ('വാങ്ങാൻ', 'O'), ('ഫണ്ടില്ല', 'O'), ('അവസാനം', 'O'), ('xs', 'O'), ('max', 'O'), ('വാങ്ങിച്ചു', 'O'), ('ഹാപ്പി', 'O')]"
poco ഫോൺ മാക്സിസ്മാം ഒഴിവാക്കുന്നത് ആണ് നല്ലത് ബ്രോ അനുഭവം ഗുരു 😢😢😢,"['poco', 'ഫോൺ', 'മാക്സിസ്മാം', 'ഒഴിവാക്കുന്നത്', 'ആണ്', 'നല്ലത്', 'ബ്രോ', 'അനുഭവം', 'ഗുരു']",{'phone': ['ഐഫോൺ']},"[('poco', 'O'), ('ഫോൺ', 'O'), ('മാക്സിസ്മാം', 'O'), ('ഒഴിവാക്കുന്നത്', 'O'), ('ആണ്', 'O'), ('നല്ലത്', 'O'), ('ബ്രോ', 'O'), ('അനുഭവം', 'O'), ('ഗുരു', 'O')]"
"എനിക്ക് ബ്ലാക്ക് കിട്ടി കൊളളാം..... ക്യാമറ മാത്രം ഒള്ളു കുറച്ചു മടുപ്പ് പക്ഷെ കുഴപ്പം ഇല്ല, എന്റെ 2ഇയർ ഓൾഡ് ഫോൺ എക്സ്ചേഞ്ച് ചെയ്ത് എടുത്തതാണ് അതുകൊണ്ട് 16 k കിട്ടി ആം ok...... കൊള്ളാം","['എനിക്ക്', 'ബ്ലാക്ക്', 'കിട്ടി', 'കൊളളാം', 'ക്യാമറ', 'മാത്രം', 'ഒള്ളു', 'കുറച്ചു', 'മടുപ്പ്', 'പക്ഷെ', 'കുഴപ്പം', 'ഇല്ല', 'എന്റെ', '2ഇയർ', 'ഓൾഡ്', 'ഫോൺ', 'എക്സ്ചേഞ്ച്', 'ചെയ്ത്', 'എടുത്തതാണ്', 'അതുകൊണ്ട്', '16', 'k', 'കിട്ടി', 'ആം', 'ok', 'കൊള്ളാം']","{'camera': ['ക്യാമറ'], 'phone': ['ഐഫോൺ']}","[('എനിക്ക്', 'O'), ('ബ്ലാക്ക്', 'O'), ('കിട്ടി', 'O'), ('കൊളളാം', 'O'), ('ക്യാമറ', 'B-camera'), ('മാത്രം', 'O'), ('ഒള്ളു', 'O'), ('കുറച്ചു', 'O'), ('മടുപ്പ്', 'O'), ('പക്ഷെ', 'O'), ('കുഴപ്പം', 'O'), ('ഇല്ല', 'O'), ('എന്റെ', 'O'), ('2ഇയർ', 'O'), ('ഓൾഡ്', 'O'), ('ഫോൺ', 'O'), ('എക്സ്ചേഞ്ച്', 'O'), ('ചെയ്ത്', 'O'), ('എടുത്തതാണ്', 'O'), ('അതുകൊണ്ട്', 'O'), ('16', 'O'), ('k', 'O'), ('കിട്ടി', 'O'), ('ആം', 'O'), ('ok', 'O'), ('കൊള്ളാം', 'O')]"
ഞാൻ ഇപ്പൊ 11 ആണ് use ചെയ്യുന്നത് 12 mini വാങ്ങണമെന്ന് വിചാരിച്ചതാണ് ഇനി വേണ്ട thanks,"['ഞാൻ', 'ഇപ്പൊ', '11', 'ആണ്', 'use', 'ചെയ്യുന്നത്', '12', 'mini', 'വാങ്ങണമെന്ന്', 'വിചാരിച്ചതാണ്', 'ഇനി', 'വേണ്ട', 'thanks']","{'phone': ['mi', '12pro']}","[('ഞാൻ', 'O'), ('ഇപ്പൊ', 'O'), ('11', 'O'), ('ആണ്', 'O'), ('use', 'O'), ('ചെയ്യുന്നത്', 'O'), ('12', 'O'), ('mini', 'O'), ('വാങ്ങണമെന്ന്', 'O'), ('വിചാരിച്ചതാണ്', 'O'), ('ഇനി', 'O'), ('വേണ്ട', 'O'), ('thanks', 'O')]"
"<a href=""https://www.youtube.com/watch?v=WSibyoXeqKc&amp;t=10m30s"">10:30</a>....ultimate പുച്ഛം for apples🍎 🤣🤣🤣","['പുച്ഛം', 'for', 'apples']",{'phone': ['apple']},"[('പുച്ഛം', 'O'), ('for', 'O'), ('apples', 'O')]"
1850 mAh ..gamingന് കിട്ടിയിട്ടൊരു കാര്യവുമില്ല.,"['1850', 'mah', 'gamingന്', 'കിട്ടിയിട്ടൊരു', 'കാര്യവുമില്ല']",{'applications': ['gaming']},"[('1850', 'O'), ('mah', 'O'), ('gamingന്', 'O'), ('കിട്ടിയിട്ടൊരു', 'O'), ('കാര്യവുമില്ല', 'O')]"
ഇത്രയും വില ഉള്ള ഫോൺ ആകുമ്പോ..fast charging ഇല്ലാത്തത് മോശം ആയി പോയി...also network issue,"['ഇത്രയും', 'വില', 'ഉള്ള', 'ഫോൺ', 'ആകുമ്പോfast', 'charging', 'ഇല്ലാത്തത്', 'മോശം', 'ആയി', 'പോയിalso', 'network', 'issue']","{'phone': ['ഐഫോൺ'], 'battery': ['fast'], 'price': ['വില']}","[('ഇത്രയും', 'O'), ('വില', 'B-price'), ('ഉള്ള', 'O'), ('ഫോൺ', 'O'), ('ആകുമ്പോfast', 'O'), ('charging', 'O'), ('ഇല്ലാത്തത്', 'O'), ('മോശം', 'O'), ('ആയി', 'O'), ('പോയിalso', 'O'), ('network', 'O'), ('issue', 'O')]"
"Samsung S22 ultra 512 GB 118999 രൂപയ്ക്ക് കിട്ടുന്ന പോലെ iphone 13pro Max  കിട്ടില്ലല്ലോ,146,999 കൊടുക്കണമല്ലോ. ഐഫോൺ 128GB വാങ്ങുന്ന പണം ഉണ്ടെങ്കിൽ Samsung S 22 ultra 512 gb എടുക്കാം...","['samsung', 's22', 'ultra', '512', 'gb', '118999', 'രൂപയ്ക്ക്', 'കിട്ടുന്ന', 'പോലെ', 'iphone', '13pro', 'max', 'കിട്ടില്ലല്ലോ146999', 'കൊടുക്കണമല്ലോ', 'ഐഫോൺ', '128gb', 'വാങ്ങുന്ന', 'പണം', 'ഉണ്ടെങ്കിൽ', 'samsung', 's', '22', 'ultra', '512', 'gb', 'എടുക്കാം']","{'memory': ['gb'], 'camera': ['ultrawide'], 'phone': ['iphone', '13promax', 'Samsung S22 ultra', 'ഐഫോൺ']}","[('samsung', 'B-phone'), ('s22', 'I-phone'), ('ultra', 'I-phone'), ('512', 'O'), ('gb', 'B-memory'), ('118999', 'O'), ('രൂപയ്ക്ക്', 'O'), ('കിട്ടുന്ന', 'O'), ('പോലെ', 'O'), ('iphone', 'B-phone'), ('13pro', 'O'), ('max', 'O'), ('കിട്ടില്ലല്ലോ146999', 'O'), ('കൊടുക്കണമല്ലോ', 'O'), ('ഐഫോൺ', 'B-phone'), ('128gb', 'O'), ('വാങ്ങുന്ന', 'O'), ('പണം', 'O'), ('ഉണ്ടെങ്കിൽ', 'O'), ('samsung', 'O'), ('s', 'O'), ('22', 'O'), ('ultra', 'O'), ('512', 'O'), ('gb', 'O'), ('എടുക്കാം', 'O')]"
Bro എനിക്ക് samsung ആണ് ഇഷ്ടം,"['bro', 'എനിക്ക്', 'samsung', 'ആണ്', 'ഇഷ്ടം']",{'phone': ['samsung']},"[('bro', 'O'), ('എനിക്ക്', 'O'), ('samsung', 'B-phone'), ('ആണ്', 'O'), ('ഇഷ്ടം', 'O')]"
Radmi ഉയിർ 😉 പരസ്യം ഒഴിച്ച് ബാക്കിയെല്ലാം ok 👌,"['radmi', 'ഉയിർ', 'പരസ്യം', 'ഒഴിച്ച്', 'ബാക്കിയെല്ലാം', 'ok']",{},"[('radmi', 'O'), ('ഉയിർ', 'O'), ('പരസ്യം', 'O'), ('ഒഴിച്ച്', 'O'), ('ബാക്കിയെല്ലാം', 'O'), ('ok', 'O')]"
"₹19750നു വാഗിച്ചു 😍.Front camera-decent.Back camera-average.Pinne chettan vittu poyo oru karyam ith 65w charging aanu.... Charger poli 35 minutes full charge aakum😍.Normal gamerkk ok aanu.Screen quality poli aanu.Inscreen fingerprint und.Pinne ithinte oru grey color variant poli aanu.Nalla fastumaanu.Ithinte kude kittunna cover kollam pakshe athu idan ichiri padaanu.Battery 4300 aanu but, normal usernu ithoru pakka phone aanu.... Overall very worth under 20k👌","['19750നു', 'വാഗിച്ചു', 'front', 'cameradecentback', 'cameraaveragepinne', 'chettan', 'vittu', 'poyo', 'oru', 'karyam', 'ith', '65w', 'charging', 'aanu', 'charger', 'poli', '35', 'minutes', 'full', 'charge', 'aakumnormal', 'gamerkk', 'ok', 'aanuscreen', 'quality', 'poli', 'aanuinscreen', 'fingerprint', 'undpinne', 'ithinte', 'oru', 'grey', 'color', 'variant', 'poli', 'aanunalla', 'fastumaanuithinte', 'kude', 'kittunna', 'cover', 'kollam', 'pakshe', 'athu', 'idan', 'ichiri', 'padaanubattery', '4300', 'aanu', 'but', 'normal', 'usernu', 'ithoru', 'pakka', 'phone', 'aanu', 'overall', 'very', 'worth', 'under', '20k']","{'camera': ['quality'], 'phone': ['mi'], 'price': ['worth']}","[('19750നു', 'O'), ('വാഗിച്ചു', 'O'), ('front', 'O'), ('cameradecentback', 'O'), ('cameraaveragepinne', 'O'), ('chettan', 'O'), ('vittu', 'O'), ('poyo', 'O'), ('oru', 'O'), ('karyam', 'O'), ('ith', 'O'), ('65w', 'O'), ('charging', 'O'), ('aanu', 'O'), ('charger', 'O'), ('poli', 'O'), ('35', 'O'), ('minutes', 'O'), ('full', 'O'), ('charge', 'O'), ('aakumnormal', 'O'), ('gamerkk', 'O'), ('ok', 'O'), ('aanuscreen', 'O'), ('quality', 'B-camera'), ('poli', 'O'), ('aanuinscreen', 'O'), ('fingerprint', 'O'), ('undpinne', 'O'), ('ithinte', 'O'), ('oru', 'O'), ('grey', 'O'), ('color', 'O'), ('variant', 'O'), ('poli', 'O'), ('aanunalla', 'O'), ('fastumaanuithinte', 'O'), ('kude', 'O'), ('kittunna', 'O'), ('cover', 'O'), ('kollam', 'O'), ('pakshe', 'O'), ('athu', 'O'), ('idan', 'O'), ('ichiri', 'O'), ('padaanubattery', 'O'), ('4300', 'O'), ('aanu', 'O'), ('but', 'O'), ('normal', 'O'), ('usernu', 'O'), ('ithoru', 'O'), ('pakka', 'O'), ('phone', 'O'), ('aanu', 'O'), ('overall', 'O'), ('very', 'O'), ('worth', 'B-price'), ('under', 'O'), ('20k', 'O')]"
Kazhinja July il S23 256gb eduthu. Completely satisfied with this device Performance aayalum camera aayalum ellam kondum set aan. Only kurach shogam battery aan 5g il kurach heating and draining und. Ath pakshe overheating alla. 4g or wifi aanel oru preshnavum illa. Gaming inu ulla phone aanen parayilla but Games ellam well optimised aan. Worth every money.,"['kazhinja', 'july', 'il', 's23', '256gb', 'eduthu', 'completely', 'satisfied', 'with', 'this', 'device', 'performance', 'aayalum', 'camera', 'aayalum', 'ellam', 'kondum', 'set', 'aan', 'only', 'kurach', 'shogam', 'battery', 'aan', '5g', 'il', 'kurach', 'heating', 'and', 'draining', 'und', 'ath', 'pakshe', 'overheating', 'alla', '4g', 'or', 'wifi', 'aanel', 'oru', 'preshnavum', 'illa', 'gaming', 'inu', 'ulla', 'phone', 'aanen', 'parayilla', 'but', 'games', 'ellam', 'well', 'optimised', 'aan', 'worth', 'every', 'money']","{'phone': ['s23 ultra'], 'battery': ['heat'], 'applications': ['gaming'], 'network': ['4g', '5g']}","[('kazhinja', 'O'), ('july', 'O'), ('il', 'O'), ('s23', 'O'), ('256gb', 'O'), ('eduthu', 'O'), ('completely', 'O'), ('satisfied', 'O'), ('with', 'O'), ('this', 'O'), ('device', 'O'), ('performance', 'O'), ('aayalum', 'O'), ('camera', 'O'), ('aayalum', 'O'), ('ellam', 'O'), ('kondum', 'O'), ('set', 'O'), ('aan', 'O'), ('only', 'O'), ('kurach', 'O'), ('shogam', 'O'), ('battery', 'O'), ('aan', 'O'), ('5g', 'B-network'), ('il', 'O'), ('kurach', 'O'), ('heating', 'O'), ('and', 'O'), ('draining', 'O'), ('und', 'O'), ('ath', 'O'), ('pakshe', 'O'), ('overheating', 'O'), ('alla', 'O'), ('4g', 'B-network'), ('or', 'O'), ('wifi', 'O'), ('aanel', 'O'), ('oru', 'O'), ('preshnavum', 'O'), ('illa', 'O'), ('gaming', 'B-applications'), ('inu', 'O'), ('ulla', 'O'), ('phone', 'O'), ('aanen', 'O'), ('parayilla', 'O'), ('but', 'O'), ('games', 'O'), ('ellam', 'O'), ('well', 'O'), ('optimised', 'O'), ('aan', 'O'), ('worth', 'O'), ('every', 'O'), ('money', 'O')]"
